College Name,Genders Accepted,Total811Student811Enrollments,Total Faculty,Established Year,University,City,State,College Type,Average Fees
Vetri Vinayaha Polytechnic College,Co-Ed,1198,85,2007,,Thottiyam,Tamil Nadu,Private,65100
Srinivasan Polytechnic College,Co-Ed,961,99,2007,,Aranarai North,Tamil Nadu,Private,90000
Lakshmi Ammal Polytechnic College,Co-Ed,1435,79,1984,,Thoothukudi (Tuticorin),Tamil Nadu,Private,94800
Arulmigu Senthilandavar Polytechnic College,Co-Ed,1142,81,1985,,Tirunelveli,Tamil Nadu,Private,65460
Annai Velankanni Polytechnic College,Co-Ed,1112,60,1986,,Salem,Tamil Nadu,Private,2180
Indus School of Engineering,Co-Ed,614,30,2009,,Bhubaneswar,Odisha,Private,79500
Jeypore School of Engineering and Technology,Co-Ed,747,35,,,Jeypore,Odisha,Private,79500
Venus Group of Educational and Research Institute,Co-Ed,749,37,2013,,Bahanaga,Odisha,Private,79500
Kalinga Nagar Polytechnic,Co-Ed,1471,80,2009,,Laxminagar,Odisha,Private,79500
Keonjhar School of Engineering,Co-Ed,291,39,2009,,Dimbo,Odisha,Private,79500
Kalahandi School of Engineering and Technology,Co-Ed,1188,60,2008,,Parmanandapur,Odisha,Private,79500
Purna Chandra Institute of Engineering and Technology,Co-Ed,1132,74,2009,,Chhendipada,Odisha,Private,78900
SSB Regional Institute of Science and Technology,Co-Ed,1397,31,2009,,Chitrada,Odisha,Private,78500
Divine Institute of Engineering and Technology,Co-Ed,840,27,2009,,Baripada,Odisha,Private,78500
Ganesh Institute of Engineering and Technology Polytechnic,Co-Ed,829,48,2008,,Bhubaneswar,Odisha,Private,79500
Ideal School of Engineering,Co-Ed,656,26,2008,,Bhubaneswar,Odisha,Private,79500
RIMT Polytechnic,Co-Ed,245,68,2005,,Mandi Gobindgarh,Punjab,Private,87450
Lala Lajpat Rai Memorial Polytechnic College,Co-Ed,1465,127,1997,,Ajitwal,Punjab,Private,79280.55556
YRS Polytechnic College,Co-Ed,485,67,2004,,Moga,Punjab,Private,80714.28571
Guru Gobind Singh Polytechnic College,Co-Ed,14,37,1998,,Talwandi Sabo,Punjab,Private,81670
Rayat Polytechnic College,Co-Ed,651,63,2003,,Rail,Punjab,Private,111000
Guru Arjan Dev Polytechnic College,Co-Ed,659,53,2010,,Ludhiana,Punjab,Private,87450
Vidya Sagar Polytechnic,Co-Ed,811,37,2008,,Daulatpur,Punjab,Private,87450
Sanjaybhai Rajguru College of Diploma Engineering,Co-Ed,289,28,2009,"Gujarat Technological University, Ahmedabad",Rajkot,Gujarat,Private,138000
Swami Divyanand Polytechnic of Engineering,Co-Ed,811,17,2008,,Jharu Majra,Haryana,Private,71000
Karnal Institute of Polytechnic,Co-Ed,811,29,2010,,Mehmadpur,Haryana,Private,71100
Dr Bhim Rao Ambedkar Institute of Technology,Co-Ed,94,37,2008,,Kaithal,Haryana,Private,86100
Tagore Institute of Research and Technology,Co-Ed,180,35,2008,,Gurgaon,Haryana,Private,72000
Ravindra Polytechnic,Co-Ed,197,27,2010,,Ambala,Haryana,Private,75600
Krishna Polytechnic,Co-Ed,269,31,2010,,Kosli,Haryana,Private,72300
Yamuna Polytechnic For Engineering,Co-Ed,663,48,2008,,Gadholi,Haryana,Private,52500
HSM Polytechnic,Co-Ed,811,28,2008,,Israna,Haryana,Private,81000
Metis Institute of Polytechnic,Co-Ed,811,19,2008,,Safidon,Haryana,Private,80100
Shri Krishan Polytechnic,Co-Ed,354,5,2005,,Kheri Markanda Part,Haryana,Private,80262.5
SS College of Polytechnic,Co-Ed,811,59,2008,,Niawal,Haryana,Private,91000
Rao Jai Ram Polytechnic,Co-Ed,15,46,2014,,Bundebaj Nagar,Haryana,Private,72900
Karan Institute of Technical Education,Co-Ed,811,12,2008,,Kurukshetra,Haryana,Private,98100
National College of Polytechnic,Co-Ed,227,36,2008,,Jagadhri,Haryana,Private,90000
Lord Krishna Polytechnic Institute,Co-Ed,33,32,2010,,Karontha,Haryana,Private,67800
Bharat Institute of Polytechnic,Co-Ed,103,47,,,Sonipat,Haryana,Private,93000
Bhartiya Polytechnic,Co-Ed,811,45,1997,,Chamdhera,Haryana,Private,79000
Vaish Technical Institute,Co-Ed,627,34,1957,,Rohtak,Haryana,Private,20700
Jat College of Polytechnic,Co-Ed,108,23,2008,,Kaithal,Haryana,Private,79370
Bharat Institute of Technology and Management,Co-Ed,811,30,2008,,Hansala,Haryana,Private,97500
PRBS College of Polytechnic,Co-Ed,811,54,,,Mahendragarh,Haryana,Private,71100
Dharam Institute of Polytechnic and Research,Co-Ed,811,33,,,Chhachhrauli,Haryana,Private,78000
GAV Polytechnic College,Co-Ed,811,22,,,Patauda,Haryana,Private,69000
LR Institute of Technology and Management,Co-Ed,811,51,2008,,Raidaska,Haryana,Private,83100
Malwa Polytechnic College,Co-Ed,866,61,2003,,Mehmuana,Punjab,Private,84450
Maharaja Aggarsain Institute of Technology,Co-Ed,357,35,2006,,Alamgarh,Punjab,Private,81670
Ludhiana Polytechnic College,Co-Ed,811,64,2010,,Ludhiana,Punjab,Private,87450
Bhutta Polytechnic College,Co-Ed,325,32,2011,,Bhutta,Punjab,Private,89000
Saint Kabir Polytechnic College,Co-Ed,977,74,1993,,Lalanwali,Punjab,Private,82591.66667
GES Polytechnic College,Co-Ed,155,44,2008,,Lohar Kangnan,Punjab,Private,87450
Desh Bhagat Polytechnic College,Co-Ed,441,46,2003,,Bardwal,Punjab,Private,86920
Sri Rudramuni Swamiji Rural Polytechnic College,Co-Ed,264,24,2009,,Tumakuru,Karnataka,Private,10740
Dr SG Reddy Polytechnic,Co-Ed,811,29,1987,,Bengaluru,Karnataka,Private,32250
Bharath Polytechnic,Co-Ed,194,37,1985,,Kolar,Karnataka,Private,38490
Vivekananda Polytechnic,Co-Ed,578,55,1986,,Puttur,Karnataka,Private,38490
Shridevi Polytechnic,Co-Ed,479,72,2009,,Tumakuru,Karnataka,Private,32250
CV Charantimath Rural Polytechnic,Co-Ed,442,28,1983,,Hungund,Karnataka,Private,27280
Sandur Polytechnic,Co-Ed,610,43,1988,,Yeshwantnagar,Karnataka,Private,38490
MSMS Rural Polytechnic,Co-Ed,147,18,2009,,Gangavathi,Karnataka,Private,300000
Shree Bahubali Polytechnic,Co-Ed,465,37,1986,,Uthenahalli,Karnataka,Private,32250
D Banumaiahs Polytechnic,Co-Ed,613,41,1983,,Mysuru,Karnataka,Private,27200
Paliwal Institute of Engineering and Technology,Co-Ed,811,45,2008,,Alupur,Haryana,Private,92100
Shri Balaji Institute of Engineering and Technology,Co-Ed,499,35,2007,,Rohtak,Haryana,Private,77550
Shaheed Bhagat Singh Polytechnic For Engineering,Co-Ed,811,41,2010,,Jaroda,Haryana,Private,66000
Shriram Institute of Engineering and Technology Polytechnic,Co-Ed,532,49,2008,,Paniv,Maharashtra,Private,120000
Dr Rajendra Prasad Polytechnic,Co-Ed,811,90,,,Sunderpur,Uttar Pradesh,Private,84000
Radha Govind Polytechnic College,Co-Ed,811,56,2010,,Akroli,Uttar Pradesh,Private,84000
Shri Ram Polytechnic,Co-Ed,1242,11,2008,,Badauli,Haryana,Private,91800
Mukhi Polytechnic,Co-Ed,192,20,2007,,Gohana,Haryana,Private,82500
Rajiv Memorial Institute of Education and Technology,Co-Ed,811,35,2010,,Saharanpur,Uttar Pradesh,Private,64931.66667
RK Polytechnic,Co-Ed,324,54,2011,,Meerut,Uttar Pradesh,Private,84000
Sri Vengateswaraa Polytechnic College,Co-Ed,233,50,2007,,Vennandur,Tamil Nadu,Private,65100
NA Manjammal Polytechnic College,Male,446,42,1985,,Rajapalayam,Tamil Nadu,Private,45000
FX Polytechnic College,Co-Ed,900,74,2006,,Tharuvai,Tamil Nadu,Private,90000
Gudiyattam Polytechnic College,Co-Ed,471,56,2008,,Melmuttukur,Tamil Nadu,Private,75000
RECT Polytechnic College,Co-Ed,692,53,2010,,Vijayanarayanam,Tamil Nadu,Private,90000
Muthayammal Polytechnic College,Co-Ed,2297,143,1984,,Rasipuram,Tamil Nadu,Private,90000
Noorul Islam Polytechnic College,Co-Ed,805,52,1984,,Thiruvananthapuram,Kerala,Private,65100
MAR Polytechnic College,Co-Ed,1699,75,2005,,Velur,Tamil Nadu,Private,65100
Paavai Polytechnic College,Co-Ed,1078,73,1998,,Ananthakrishnarayasamudram,Tamil Nadu,Private,65100
Maha Manav Gautam Buddha Polytechnic,Co-Ed,811,5,2011,,Gorakhpur,Uttar Pradesh,Private,84000
Seth Jaiprakash Mukandlal Polytechnic for Women,Female,811,5,1975,,Ghaziabad,Uttar Pradesh,Private,74333.33333
RN Polytechnic College,Co-Ed,811,45,2012,,Hastinapur,Uttar Pradesh,Private,84000
Pt Ram Adhar J Tiwari College of Polytechnic,Co-Ed,737,64,2010,,Mahuari Kalan,Uttar Pradesh,Private,77142.85714
Moradabad Polytechnic Institute,Co-Ed,811,44,2011,,Unchakani,Uttar Pradesh,Private,84000
KL Polytechnic,Co-Ed,811,23,2010,,Malhani,Uttar Pradesh,Private,84000
Smt Fulehra Smarak College of Polytechnic,Co-Ed,915,45,2014,,Rasra,Uttar Pradesh,Private,90000
MG Polytechnic,Co-Ed,811,34,2014,,Sherdeeh,Uttar Pradesh,Private,105000
Sri Balaji Polytechnic College,Co-Ed,1092,77,1995,,Rathinamangalam,Tamil Nadu,Private,16200
Ratnavel Subramaniam Polytechnic College,Co-Ed,938,97,1984,,Padiyur,Tamil Nadu,Private,75000
Sriram Polytechnic College,Co-Ed,839,58,1984,,Veppampattu,Tamil Nadu,Private,90000
Sri Sairam Polytechnic College,Co-Ed,881,68,1996,,Chennai,Tamil Nadu,Private,94200
AMK Technological Polytechnic College,Co-Ed,697,62,1973,,Chennai,Tamil Nadu,Private,17892.85714
KMG Polytechnic College,Co-Ed,395,53,1955,,Angalakurichi,Tamil Nadu,Private,60000
CM Annamalai Polytechnic College,Co-Ed,472,57,2009,,Vellathur,Tamil Nadu,Private,65100
Thirumathi Elizabeth Polytechnic College,Co-Ed,37,51,1986,,Veppanthattai Extention R.F.,Tamil Nadu,Private,65400
Dhanalakshmi Srinivasan Polytechnic College,Co-Ed,1416,115,1998,,Perambalur,Tamil Nadu,Private,90000
Mahendra Polytechnic College,Co-Ed,84,77,2005,,Namakkal,Tamil Nadu,Private,82500
PA Polytechnic College,Co-Ed,1419,74,2006,,Puliampatti,Tamil Nadu,Private,90000
MSPVL Polytechnic College,Co-Ed,1950,113,1985,,Sivagamipuram,Tamil Nadu,Private,90000
Sudharsan Polytechnic College,Co-Ed,314,37,2006,,Sathyamangalam,Tamil Nadu,Private,90000
Vignesh Polytechnic College,Co-Ed,545,63,1995,,Chithapattinam,Tamil Nadu,Private,104000
St Michael Polytechnic College,Co-Ed,439,46,2008,,Kalayarkoil,Tamil Nadu,Private,60000
TS Srinivasan Centre For Polytechnic College and Advanced Training,Co-Ed,703,39,1997,,Chennai,Tamil Nadu,Private,97500
Manora Polytechnic College,Co-Ed,651,42,2010,,Pattukkottai,Tamil Nadu,Private,90000
S Padmavathy Polytechnic College,Co-Ed,19,26,2012,,Thuraiyur,Tamil Nadu,Private,90000
Matoshri Aasarabai Polytechnic,Co-Ed,1131,76,2009,,Nashik,Maharashtra,Private,108000
KK Wagh Women's Polytechnic,Female,2072,69,1996,,Nashik,Maharashtra,Private,135000
Late Annasaheb Patil Polytechnic,Co-Ed,355,53,2010,,Nashik,Maharashtra,Private,133000
Nutan Maharashtra Vidya Polytechnic,Co-Ed,529,20,1998,,Pune,Maharashtra,Private,121500
Shri Datta Meghe Polytechnic,Co-Ed,1045,53,1983,,Wanadongri,Maharashtra,Private,168000
ACN College of Polytechnic,Co-Ed,286,48,1993,,Aligarh,Uttar Pradesh,Private,84000
Hastinapur Institute of Technology and Management,Co-Ed,811,70,2012,,Ganeshpur,Uttar Pradesh,Private,84000
Surya Polytechnic for Engineering and Technology,Co-Ed,329,38,2011,,Bhatiyana,Uttar Pradesh,Private,84000
Maa Bhagwati Educational Institute,Co-Ed,441,35,2010,,Juggaur,Uttar Pradesh,Private,84000
IVS Polytechnic,Co-Ed,104,37,2012,,Akbarpur,Uttar Pradesh,Private,110000
Indira Gandhi Polytechnic,Co-Ed,818,44,2014,,Eramalloor,Kerala,Private,97500
Malabar Polytechnic Campus,Co-Ed,814,46,2012,,Cherpulassery,Kerala,Private,67500
Jaypee Polytechnic and Training Centre,Co-Ed,52,20,2011,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Nowbasata,Madhya Pradesh,Private,76500
Shri Anar Devi Khandelwal Mahila Polytechnic,Female,151,12,1991,,Mathura,Uttar Pradesh,Private,53236.66667
Bakhshi Polytechnic,Co-Ed,685,7,2008,,Machhali Shahar,Uttar Pradesh,Private,84000
Emerald-9 Institute of Management and Technology,Co-Ed,775,6,2010,,Barabanki,Uttar Pradesh,Private,91583.33333
Maa Vaishno Maa Sharda Polytechnic,Co-Ed,811,75,2009,,Azamgarh,Uttar Pradesh,Private,84000
CBS College of Polytechnic,Co-Ed,228,41,2012,,Poiya,Uttar Pradesh,Private,90450
Janta Polytechnic,Co-Ed,638,16,1986,,Gahana Govardhanpur,Uttar Pradesh,Private,61337.5
Shree Balaji College of Polytechnic,Co-Ed,158,21,2010,,Meerut,Uttar Pradesh,Private,90000
Rajeshkumar Wadhawan Polytechnic Institute,Co-Ed,811,69,2009,,Pandharkawada,Maharashtra,Private,138000
Someshwar Polytechnic College,Co-Ed,340,35,2010,,Baramati,Maharashtra,Private,118000
JD Polytechnic,Co-Ed,774,15,2009,,Nagpur,Maharashtra,Private,165000
KVN Naik SP Sanstha Polytechnic,Co-Ed,652,43,2010,,Nashik,Maharashtra,Private,102000
Ramya Sathianathan Polytechnic College,Co-Ed,935,53,2011,,Pudupatti,Tamil Nadu,Private,90000
Kumaran Polytechnic College,Co-Ed,582,46,2010,,Ponneri,Tamil Nadu,Private,90000
Sri S Ramasamy Naidu Memorial Polytechnic College,Co-Ed,694,63,2009,,Sattur,Tamil Nadu,Private,19500
Sri Nallalaghu Nadar Polytechnic College,Co-Ed,1274,69,1983,,Payasambakkam,Tamil Nadu,Private,90000
Sree Arumugham Polytechnic College,Co-Ed,706,54,2009,,Chidambaram,Tamil Nadu,Private,90000
Meenaakshi Ramasamy Polytechnic College,Co-Ed,1088,55,2007,,Thathanur,Tamil Nadu,Private,64800
Tirumala Polytechnic College,Co-Ed,801,52,2010,,Tippakodu R.F.,Tamil Nadu,Private,90240
Raja Desingh Polytechnic College,Co-Ed,838,55,1998,,Kalaiyur,Tamil Nadu,Private,90000
Swamy Abedhanandha Polytechnic College,Male,1231,55,1984,,Tiruvannamalai,Tamil Nadu,Private,90000
Sri Sakthi Polytechnic College,Co-Ed,1166,64,2009,,Se.Nachipattu,Tamil Nadu,Private,90000
Laxmi Narayana Polytechnic College,Co-Ed,1175,64,1998,,Dharmapuri,Tamil Nadu,Private,90000
Narasimma Pallavan Polytechnic College,Co-Ed,613,74,2008,,Kanchipuram,Tamil Nadu,Private,54600
JR Polytechnic College,Co-Ed,272,45,2010,,Alundur,Tamil Nadu,Private,75000
Sri Ayyappa Polytechnic College,Co-Ed,856,53,1997,,Cuddalore,Tamil Nadu,Private,90000
Thanapandiyan Polytechnic College,Co-Ed,84,20,1985,,Madurai,Tamil Nadu,Private,65100
Chamber of Commerce Manali Ramakrishna Polytechnic College,Co-Ed,229,51,1984,,Kuruvady,Tamil Nadu,Private,56250
Ashokrao Mane Polytechnic,Co-Ed,183,36,2008,,Save,Maharashtra,Private,141000
Chhatrapati Shahu Polytechnic,Co-Ed,38,4,2010,,Atit,Maharashtra,Private,120000
Kadwa Polytechnic,Co-Ed,310,26,2010,,Dindori,Maharashtra,Private,77100
Jainuddin Zaweri Polytechnic,Co-Ed,149,14,2010,,Chandrapur,Maharashtra,Private,120000
Gautam Polytechnic Institute,Co-Ed,500,30,,,Kolgaon Thadi,Maharashtra,Private,128000
Vivekanand Institute of Polytechnic,Co-Ed,811,34,2012,,Aurangabad,Maharashtra,Private,116000
GV Acharya Polytechnic,Co-Ed,433,20,2006,,Karjat,Maharashtra,Private,171000
Sushganga Polytechnic,Co-Ed,437,29,2009,,Wani,Maharashtra,Private,84000
Shantiniketan Polytechnic,Co-Ed,558,35,2010,,Navi Mumbai,Maharashtra,Private,156000
Nath Polytechnic,Co-Ed,290,27,2007,,Aurangabad,Maharashtra,Private,120000
Rajarshi Shahu Maharaj Polytechnic,Co-Ed,656,42,2008,,Nashik,Maharashtra,Private,96190
Dattakala Polytechnic,Co-Ed,101,4,2009,,Daund,Maharashtra,Private,150000
Late Vasantdada Polytechnic,Co-Ed,235,51,1990,,Nagpur,Maharashtra,Private,177000
Vitthal Patil Polytechnic,Co-Ed,36,25,2009,,Miraj,Maharashtra,Private,103000
Vasant Polytechnic College,Co-Ed,811,16,2009,,Kaij,Maharashtra,Private,102000
Shyam College of Engineering,Co-Ed,811,40,2011,,Didwana,Rajasthan,Private,91500
Vikas Polytechnic College,Co-Ed,107,15,2008,,Madhera,Rajasthan,Private,15000
Mantram Women's Polytechnic College,Female,811,1,2007,,Dungarpur,Rajasthan,Private,106000
Vriddhi Polytechnic College,Co-Ed,327,44,2010,,Jaipur,Rajasthan,Private,106000
Shri Bajrang Polytechnic College,Co-Ed,64,69,2009,,Deeg,Rajasthan,Private,92400
Bhawani Institute of Technical Education,Co-Ed,102,37,2011,,Nagaur,Rajasthan,Private,84000
Satyam Institute of Technology,Co-Ed,157,42,2010,"Maharshi Dayanand Saraswati University, Ajmer",Sanwa,Rajasthan,Private,92400
LBS Polytechnic College,Co-Ed,45,21,2010,,Jhunjhunu,Rajasthan,Private,84000
Veena Institute of Technical Education Women Polytechnic College,Female,86,6,2007,,Karauli,Rajasthan,Private,106000
Saraswati Polytechnic College,Co-Ed,455,69,2008,,Khetri,Rajasthan,Private,70600
JITS Polytechnic,Co-Ed,182,38,2013,,Deoli,Rajasthan,Private,84000
PNB Polytechnic College,Co-Ed,92,36,2010,,Jaipur,Rajasthan,Private,92400
Raman Polytechnic College,Co-Ed,64,18,2010,,Bikaner,Rajasthan,Private,84000
Deendayal Polytechnic College,Co-Ed,643,79,2010,,Beer Fatehpur,Rajasthan,Private,60000
Rajasthan Polytechnic College,Co-Ed,167,34,2010,,Jhunjhunu,Rajasthan,Private,81300
Aryan Mukul Polytechnic College,Co-Ed,135,48,2008,,Deoli,Rajasthan,Private,91500
Pragyan Research Institute of Diploma Engineering,Co-Ed,11,8,2010,,Balotra,Rajasthan,Private,91500
Saint Joseph College for Technical Education,Co-Ed,271,25,2010,,Tonk,Rajasthan,Private,91500
Balaji Polytechnic College,Co-Ed,811,24,2010,,Udaipur,Rajasthan,Private,92400
Mother India Polytechnic College,Co-Ed,1,41,2012,,Khanpur,Rajasthan,Private,84000
Savita Devi Institute of Technology,Co-Ed,427,44,2011,,Meerut,Uttar Pradesh,Private,84000
Ingraham Polytechnic,Co-Ed,223,8,2006,,Ghaziabad,Uttar Pradesh,Private,62000
Sri Sahadev Paudhriya Polytechnic College,Co-Ed,240,45,2010,,Ballia,Uttar Pradesh,Private,84000
Shaheed Virendra Singh Sirohi Institute of Technology,Co-Ed,811,21,2011,,Kanpur Dehat,Uttar Pradesh,Private,84000
Swami Darshnanand Institute of Management and Technology Polytechnic,Co-Ed,415,27,2009,"Uttarakhand Technical University, Dehradun",Haridwar,Uttarakhand,Private,105000
BCARE Institute of Management and Technology,Co-Ed,398,28,2011,,Kanfala,West Bengal,Private,49000
Gurukul Polytechnic College,Co-Ed,177,30,2010,,Chomu,Rajasthan,Private,84000
ML Institute of Diploma Studies,Co-Ed,460,8,2004,"Gujarat Technological University, Ahmedabad",Bhandu,Gujarat,Private,135000
Balasinor College of Polytechnic,Co-Ed,1053,61,1989,"Gujarat Technological University, Ahmedabad",Kheda,Gujarat,Private,105000
Shree Tontada Siddhalingeshwar Kalyan Kendra Polytechnic,Co-Ed,216,33,1985,,Gadag,Karnataka,Private,38490
Shetty Polytechnic College,Co-Ed,811,63,2009,,Bhusnoor,Karnataka,Private,32200
Shree Mahavir Education Society's Institute of Technology Polytechnic,Co-Ed,577,52,1999,,Nashik,Maharashtra,Private,106000
Sandip Polytechnic,Co-Ed,1430,82,2009,,Nashik,Maharashtra,Private,186000
MD Polytechnic,Co-Ed,811,63,,,Khatiwas,Haryana,Private,75000
Vinayak College of Polytechnic,Co-Ed,811,38,2010,,Kachhwa,Haryana,Private,75600
Hindu School of Architecture,Co-Ed,315,21,2011,"Deen Bandhu Chhotu Ram University of Science and Technology, Murthal",Sonipat,Haryana,Private,285000
Om Institute of Architecture and Design,Co-Ed,118,8,2010,"Guru Jambheshwar University of Science and Technology, Hisar",Juglan,Haryana,Private,180500
PM College of Architecture,Co-Ed,28,18,2012,"Deen Bandhu Chhotu Ram University of Science and Technology, Murthal",Sonepat,Haryana,Private,350000
School of Environment and Architecture,Co-Ed,158,14,2014,"University of Mumbai, Mumbai",Mumbai,Maharashtra,Private,835000
Viva School of Architecture,Co-Ed,811,28,2010,"University of Mumbai, Mumbai",Shirgaon,Maharashtra,Private,485000
Sirda Polytechnic,Co-Ed,811,52,2009,,Mandi,Himachal Pradesh,Private,112000
Radhe Institute of Engineering and Technology,Co-Ed,489,31,2014,"Gujarat Technological University, Ahmedabad",Upleta,Gujarat,Private,99000
MD College of Polytechnic,Co-Ed,811,84,,,Chhajpur Kalan,Haryana,Private,135000
Green Hills Polytechnic,Co-Ed,332,33,2007,,Gandhi Gram,Himachal Pradesh,Private,135000
Shree Vidyadhiraj Polytechnic,Co-Ed,659,27,1985,,Kumta,Karnataka,Private,23520
Dhabaleswar Institute of Polytechnic,Co-Ed,811,81,2006,,Radhadamodarpur,Odisha,Private,79000
Sadasivam Kathirkamavalli Polytechnic College,Co-Ed,259,47,2010,,Mannargudi,Tamil Nadu,Private,60000
Theni Kammavar Sangam Polytechnic College,Co-Ed,766,62,2007,,Koduvilarpatti,Tamil Nadu,Private,90000
MAM Polytechnic College,Co-Ed,759,80,2007,,Siruganur,Tamil Nadu,Private,90000
JJ Polytechnic College,Co-Ed,536,51,2005,,Poolangulathupatti,Tamil Nadu,Private,60000
KET Polytechnic Institute,Co-Ed,811,64,,,Farah,Uttar Pradesh,Private,84000
Shakambhari Institute of Higher Education and Technology,Co-Ed,91,32,2006,,Roorkee,Uttarakhand,Private,101250
Nibedita Polytechnic,Co-Ed,615,38,,,Murshidabad,West Bengal,Private,72000
Durgapur Institute of Polytechnic,Co-Ed,720,23,2014,,Durgapur,West Bengal,Private,178000
Neelkanth Institute of Engineering and Technology,Co-Ed,811,61,2007,,Meerut,Uttar Pradesh,Private,119000
Neelkanth College of Engineering,Co-Ed,811,41,2010,,Meerut,Uttar Pradesh,Private,119000
Saraswati Higher Education and Technical College of Polytechnic,Co-Ed,811,18,2012,,Varanasi,Uttar Pradesh,Private,84000
Knowledge Institute of Technology and Engineering,Co-Ed,421,24,2016,"Gujarat Technological University, Ahmedabad",Anand,Gujarat,Private,224000
Sai Ganapathi Polytechnic,Co-Ed,2145,103,2006,,Visakhapatnam,Andhra Pradesh,Private,46300
Sri YVS and Sri BRM Polytechnic,Co-Ed,792,11,1998,,Muktheswaram,Andhra Pradesh,Private,44700
Shri Sai Polytechnic,Co-Ed,165,38,2013,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",Ahiwara,Chhattisgarh,Private,94500
Muchhala Polytechnic,Co-Ed,963,20,1995,,Thane,Maharashtra,Private,128000
Ganpati Polytechnic for Engineering,Co-Ed,811,36,2007,,Bilaspur,Haryana,Private,79200
Shivalik Polytechnic,Co-Ed,811,32,2008,,Ambala,Haryana,Private,82500
Seth Haribaksh Lohia Jairam Mahila Polytechnic,Female,811,6,2005,,Kurukshetra,Haryana,Private,66600
NCR Polytechnic,Female,811,64,2008,,Bahadurgarh,Haryana,Private,93000
Minerva Polytechnic College,Co-Ed,2,69,2009,,Indora,Himachal Pradesh,Private,93000
Himalayan Polytechnic,Co-Ed,95,72,2008,,Sirmour,Himachal Pradesh,Private,103000
Dreamz Polytechnic,Co-Ed,161,41,2009,,Mandi,Himachal Pradesh,Private,107000
Jaya Sakthi Engineering College,Co-Ed,215,49,2001,"Anna University, Chennai",Thiruninravur,Tamil Nadu,Private,160000
Sree Krishna College of Engineering,Co-Ed,310,80,2010,"Anna University, Chennai",Unai,Tamil Nadu,Private,130000
South Point School of Polytechnic,Co-Ed,811,52,2012,,Sonipat,Haryana,Private,105000
Om Institute of Polytechnic,Co-Ed,86,67,2011,,Juglan,Haryana,Private,89790
HKE Society's Women's Polytechnic,Female,184,22,1984,,Kalaburagi,Karnataka,Private,38340
Impact Polytechnic,Co-Ed,533,68,1983,,Bengaluru,Karnataka,Private,19363.63636
Vasavi Jnana Peetha Polytechnic,Co-Ed,181,14,1994,,Bengaluru,Karnataka,Private,32250
Shri Shubhas Nagur Memorial Polytechnic,Co-Ed,308,28,2008,,Bijapur,Karnataka,Private,32250
MN Technical Institute,Co-Ed,811,44,1987,,Bengaluru,Karnataka,Private,35400
Mount Faran Polytechnic,Co-Ed,127,52,2008,,Hubli,Karnataka,Private,59000
Haralaiah Polytechnic,Co-Ed,260,32,1987,,Bhalki,Karnataka,Private,32250
Prasanna Polytechnic,Co-Ed,480,53,2006,,Belthangady,Karnataka,Private,32250
Shri Sai Institute of Technology Polytechnic,Co-Ed,89,24,2009,,Jalgaon,Maharashtra,Private,112000
Babasaheb Gawde Institute of Technology,Co-Ed,811,22,1997,,Mumbai,Maharashtra,Private,180000
DY Patil Polytechnic,Co-Ed,491,40,1991,,Ambi,Maharashtra,Private,123000
Shri Chimasaheb Jagdale Institute of Technology,Co-Ed,361,32,2013,,Shirol,Maharashtra,Private,106200
Rajaram Shinde Institute of Engineering and Technology,Co-Ed,393,34,1983,,Alore,Maharashtra,Private,60000
Dnyaneshwar Polytechnic,Co-Ed,228,35,2009,,Bhanashivara,Maharashtra,Private,115000
Dr RN Lahoti Polytechnic College,Co-Ed,362,51,2009,,Lonar,Maharashtra,Private,135000
Shree Datta Polytechnic College,Co-Ed,523,33,2010,,Shirol,Maharashtra,Private,105000
GH Raisoni Polytechnic,Co-Ed,811,18,2009,,Amravati,Maharashtra,Private,145000
Maharashtra Polytechnic,Co-Ed,211,36,2014,,Mandangad,Maharashtra,Private,106000
Rajiv Gandhi Polytechnic,Co-Ed,191,69,2010,,Phaltan,Maharashtra,Private,101000
Pillai HOC Polytechnic,Co-Ed,807,58,2009,,Rasayani,Maharashtra,Private,143666.6667
New Satara College Of Engineering and Management,Co-Ed,383,69,2010,,Pandharpur,Maharashtra,Private,128000
Bharati Vidyapeeth Institute of Technology Polytechnic,Co-Ed,222,13,2000,,Palus,Maharashtra,Private,111000
Oxford School Of Polytechnic,Co-Ed,1152,51,2012,,Bhubanpur,Odisha,Private,79500
Orissa Institute of Engineering and Technology,Co-Ed,811,68,2008,,Bramhanapurunakot,Odisha,Private,109000
Biju Patnaik Institute of Technology,Co-Ed,297,38,2006,,Kandhamal,Odisha,Private,79500
Bhadrak Engineering School and Technology,Co-Ed,1217,46,2009,,Asurali,Odisha,Private,79800
Vidya Rattan Polytechnic,Co-Ed,459,62,,,Sangrur,Punjab,Private,94837.5
Global Polytechnic College,Co-Ed,608,49,2013,,Amritsar,Punjab,Private,66000
SBCMS Institute of Technology,Co-Ed,811,80,1997,,Mukerian,Punjab,Private,38700
Punjab Polytechnic College,Co-Ed,340,99,2002,,Malakpur,Punjab,Private,88900
Doaba Polytechnic College,Co-Ed,560,53,2011,,Kurali,Punjab,Private,84450
Doaba Polytechnic College,Co-Ed,146,12,1998,,Balachaur,Punjab,Private,84450
